#,NACE,Sector,Activity number,Activity ,Objective,SCC/DNSH,Attributes,Values
826,D35.30,Energy ,4.24,Production of heat/cool from bioenergy,CCM/CCA,DNSH,Water,Appendix B
827,D35.30,Energy ,4.24,Production of heat/cool from bioenergy,CCM/CCA,DNSH,Installation type,Installation falling within the scope of Directive
828,D35.30,Energy ,4.24,Production of heat/cool from bioenergy,CCM/CCA,DNSH,Emission levels,Within or lower than the emission levels associated with the best available techniques (BAT)
829,D35.30,Energy ,4.24,Production of heat/cool from bioenergy,CCM/CCA,DNSH,Effects,No significant cross-media effects occur
830,D35.30,Energy ,4.24,Production of heat/cool from bioenergy,CCM/CCA,DNSH,Energy plant type,Combustion plant with thermal input greater than 1 MW but below the BAT thresholds
831,D35.30,Energy ,4.24,Production of heat/cool from bioenergy,CCM/CCA,DNSH,Emission levels,Emission below limit values in Directive
832,D35.30,Energy ,4.24,Production of heat/cool from bioenergy,CCM/CCA,DNSH,Energy plant location,Located in zones or parts of zones not complying with the air quality limit values in Directive
833,D35.30,Energy ,4.24,Production of heat/cool from bioenergy,CCM/CCA,DNSH,Assesssment requirements,Result of the information exchange wich are published by the Commission are taken into account
834,D35.30,Energy ,4.24,Production of heat/cool from bioenergy,CCM/CCA,DNSH,Material,Anaerobic digestion of organic material meets requirements in Regulation
835,D35.30,Energy ,4.24,Production of heat/cool from bioenergy,CCM/CCA,DNSH,Material use,Produced digestate is used as fertiliser or soil improver
836,D35.30,Energy ,4.24,Production of heat/cool from bioenergy,CCM/CCA,DNSH,Anaerobic digestion plant produce amount,Specific requirements for over 100 tonnes per day
837,D35.30,Energy ,4.24,Production of heat/cool from bioenergy,CCM/CCA,DNSH,Emmision levels,Plant emissions are within or lower than the emission levels associated with the BAT
838,D35.30,Energy ,4.24,Production of heat/cool from bioenergy,CCM/CCA,DNSH,Biodiversity,Appendix D
839,D35.30,Energy ,4.24,Production of heat/cool from bioenergy,CCA,SCC,Climate Adaptation,Generic Values
840,D35.30,Energy ,4.24,Production of heat/cool from bioenergy,CCA,DNSH,Emissions levels ,Greenhouse gas emission savings and efficiency
841,D35.30,Energy,4.25,Production of heat/cool using waste heat,CCM,SCC,Activity description,The activity produces heat/cool from waste heat.
842,D35.30,Energy,4.25,Production of heat/cool using waste heat,CCM,DNSH,Climate Adaptation,Appendix A
843,D35.30,Energy,4.25,Production of heat/cool using waste heat,CCM/CCA,DNSH,Equipment and component requirement,"Assessment of equipment and comonents high durability, recyclability, and that are easy to dismantle and refurbish"
844,D35.30,Energy,4.25,Production of heat/cool using waste heat,CCM/CCA,DNSH,Equipment requirements,Comply with the top class requirements of the energy label in Regulation and Directive and the best available technology
845,D35.30,Energy,4.25,Production of heat/cool using waste heat,CCM/CCA,DNSH,Biodiversity,Appendix D
846,D35.30,Energy,4.25,Production of heat/cool using waste heat,CCA,SCC,Climate Adaptation,Generic Values
695,E36.00 and F42.99,"Water supply, sewerage, waste management and remediation",5.1,"Construction, extension and operation of water collection, treatment and supply systems",CCM,SCC,Energy consumption,Net average energy consumption equal or lower than 0.5 kWh per cubic meter produced water supply.
695,E36.00 and F42.99,"Water supply, sewerage, waste management and remediation",5.1,"Construction, extension and operation of water collection, treatment and supply systems",CCM,SCC,Energy consumption reduction,Measure taken to decrease energy consumption 
695,E36.00 and F42.99,"Water supply, sewerage, waste management and remediation",5.1,"Construction, extension and operation of water collection, treatment and supply systems",CCM,SCC,Leakage level calculation,ILI index (Infrastructure Leakage Index) or other appropiate method used to calculate leakage level
695,E36.00 and F42.99,"Water supply, sewerage, waste management and remediation",5.1,"Construction, extension and operation of water collection, treatment and supply systems",CCM,DNSH,Climate Adaptation,Appendix A
695,E36.00 and F42.99,"Water supply, sewerage, waste management and remediation",5.1,"Construction, extension and operation of water collection, treatment and supply systems",CCM/CCA,DNSH,Water,Appendix B
695,E36.00 and F42.99,"Water supply, sewerage, waste management and remediation",5.1,"Construction, extension and operation of water collection, treatment and supply systems",CCM/CCA,DNSH,Biodiversity,Appendix D
695,E36.00 and F42.99,"Water supply, sewerage, waste management and remediation",5.1,"Construction, extension and operation of water collection, treatment and supply systems",CCA,SCC,Climate Adaptation,Generic Values
698,E36.00 and F42.99,"Water supply, sewerage, waste management and remediation",5.2,"Renewal of water collection, treatment and supply systems",CCM,SCC,Improved energy efficiency ,Minimum 20% average energy consumption reduction compared to performance averge past 3 years (kWh per cubic meter water supply)
698,E36.00 and F42.99,"Water supply, sewerage, waste management and remediation",5.2,"Renewal of water collection, treatment and supply systems",CCM,SCC,Leakage level,ILI index (Infrastructure Leakage Index) or other appropiate method used to calculate leakage level
698,E36.00 and F42.99,"Water supply, sewerage, waste management and remediation",5.2,"Renewal of water collection, treatment and supply systems",CCM,DNSH,Climate Adaptation,Appendix A
698,E36.00 and F42.99,"Water supply, sewerage, waste management and remediation",5.2,"Renewal of water collection, treatment and supply systems",CCM/CCA,DNSH,Water,Appendix B
698,E36.00 and F42.99,"Water supply, sewerage, waste management and remediation",5.2,"Renewal of water collection, treatment and supply systems",CCM/CCA,DNSH,Biodiversity,Appendix D
698,E36.00 and F42.99,"Water supply, sewerage, waste management and remediation",5.2,"Renewal of water collection, treatment and supply systems",CCA,SCC,Climate Adaptation,Generic Values
700,E37.00 and F42.99,"Water supply, sewerage, waste management and remediation",5.3,"Construction, extension and operation of waste water collection and treatment",CCM,SCC,Energy consumption of the waste water treatment plant,Average energy consumption per treatment plant capacity
700,E37.00 and F42.99,"Water supply, sewerage, waste management and remediation",5.3,"Construction, extension and operation of waste water collection and treatment",CCM,SCC,Energy consumption decrease,Energy consumption reduction measures of waste water treatment plant.
700,E37.00 and F42.99,"Water supply, sewerage, waste management and remediation",5.3,"Construction, extension and operation of waste water collection and treatment",CCM,SCC,GHG emission,Direct GHG emissions assessment of waste water treatment plant.
700,E37.00 and F42.99,"Water supply, sewerage, waste management and remediation",5.3,"Construction, extension and operation of waste water collection and treatment",CCM,DNSH,Climate Adaptation,Appendix A
700,E37.00 and F42.99,"Water supply, sewerage, waste management and remediation",5.3,"Construction, extension and operation of waste water collection and treatment",CCM/CCA,DNSH,Water,Appendix B
700,E37.00 and F42.99,"Water supply, sewerage, waste management and remediation",5.3,"Construction, extension and operation of waste water collection and treatment",CCM/CCA,DNSH,Water,Risk management for reusable water in  agricultural irrigation
700,E37.00 and F42.99,"Water supply, sewerage, waste management and remediation",5.3,"Construction, extension and operation of waste water collection and treatment",CCM/CCA,DNSH,Pollution prevention,Regulatory compliance of discharges to receiving waters
700,E37.00 and F42.99,"Water supply, sewerage, waste management and remediation",5.3,"Construction, extension and operation of waste water collection and treatment",CCM/CCA,DNSH,Pollution prevention,Measures to avoid and mitigate excessive storm water overflows from waste water collection system
700,E37.00 and F42.99,"Water supply, sewerage, waste management and remediation",5.3,"Construction, extension and operation of waste water collection and treatment",CCM/CCA,DNSH,Pollution prevention,Regulatory compliance of sewage sludge
700,E37.00 and F42.99,"Water supply, sewerage, waste management and remediation",5.3,"Construction, extension and operation of waste water collection and treatment",CCM/CCA,DNSH,Biodiversity,Appendix D
700,E37.00 and F42.99,"Water supply, sewerage, waste management and remediation",5.3,"Construction, extension and operation of waste water collection and treatment",CCA,SCC,Climate Adaptation,Generic Values
700,E37.00 and F42.99,"Water supply, sewerage, waste management and remediation",5.3,"Construction, extension and operation of waste water collection and treatment",CCA,DNSH,Climate Mitigation,GHG emissions assessment of centralised waste water system.
703, E37.00,"Water supply, sewerage, waste management and remediation",5.4,Renewal of waste water collection and treatment,CCM,SCC,Energy consumption improvement,Energy efficiency improvement through collection system renewal (20% energy consumption decrease)
703, E37.00,"Water supply, sewerage, waste management and remediation",5.4,Renewal of waste water collection and treatment,CCM,SCC,Energy consumption improvement,Energy efficiency improvements through waste water treatment plant renewal (20% energy consumption decrease)
703, E37.00,"Water supply, sewerage, waste management and remediation",5.4,Renewal of waste water collection and treatment,CCM,SCC,System energy consumption calculation,System energy consumption calculated in kWh per population equivalent per annum of the waste water collected or effluent treated
703, E37.00,"Water supply, sewerage, waste management and remediation",5.4,Renewal of waste water collection and treatment,CCM,SCC,Material changes ,Demonstration of no material changes relating to external condition independent of efficiency measures
703, E37.00,"Water supply, sewerage, waste management and remediation",5.4,Renewal of waste water collection and treatment,CCM,DNSH,Climate Adaptation,Appendix A
703, E37.00,"Water supply, sewerage, waste management and remediation",5.4,Renewal of waste water collection and treatment,CCM/CCA,DNSH,Water,Appendix B
703, E37.00,"Water supply, sewerage, waste management and remediation",5.4,Renewal of waste water collection and treatment,CCM/CCA,DNSH,Water,Risk management for reusable water in  agricultural irrigation
703, E37.00,"Water supply, sewerage, waste management and remediation",5.4,Renewal of waste water collection and treatment,CCM/CCA,DNSH,Pollution prevention,Regulatory compliance of discharges to receiving waters
703, E37.00,"Water supply, sewerage, waste management and remediation",5.4,Renewal of waste water collection and treatment,CCM/CCA,DNSH,Pollution prevention,Measures to avoid and mitigate excessive storm water overflows from waste water collection system
703, E37.00,"Water supply, sewerage, waste management and remediation",5.4,Renewal of waste water collection and treatment,CCM/CCA,DNSH,Pollution prevention,Regulatory compliance of sewage sludge
703, E37.00,"Water supply, sewerage, waste management and remediation",5.4,Renewal of waste water collection and treatment,CCM/CCA,DNSH,Biodiversity,Appendix D
703, E37.00,"Water supply, sewerage, waste management and remediation",5.4,Renewal of waste water collection and treatment,CCA,SCC,Climate Adaptation,Generic Values
703, E37.00,"Water supply, sewerage, waste management and remediation",5.4,Renewal of waste water collection and treatment,CCA,DNSH,Climate Mitigation,GHG emissions assessment of centralised waste water system.
706,E38.11,"Water supply, sewerage, waste management and remediation",5.5,Collection and transport of non-hazardous waste in source segregated fractions,CCM,SCC,Waste segregation management ,Segregation of non-hazardous waste at source for reuse or recycling.
706,E38.11,"Water supply, sewerage, waste management and remediation",5.5,Collection and transport of non-hazardous waste in source segregated fractions,CCM,DNSH,Climate Adaptation,Appendix A
706,E38.11,"Water supply, sewerage, waste management and remediation",5.5,Collection and transport of non-hazardous waste in source segregated fractions,CCM/CCA,DNSH,Circular Economy,Segregation of waste in storage and transfer facilities
706,E38.11,"Water supply, sewerage, waste management and remediation",5.5,Collection and transport of non-hazardous waste in source segregated fractions,CCA,SCC,Climate Adaptation,Generic Values
707,E37.00 and F42.99,"Water supply, sewerage, waste management and remediation",5.6,Anaerobic digestion of sewage sludge,CCM,SCC,Methane leakage plan,Monitoring and contingency plan in place to minimize methane leakage
708,E37.00 and F42.99,"Water supply, sewerage, waste management and remediation",5.6,Anaerobic digestion of sewage sludge,CCM,SCC,Biogas usage,"Biogas used for electricity/ heat generation, vehicle fuel/ feedstock or upgraded to bio-methane for natural gas grid"
709,E37.00 and F42.99,"Water supply, sewerage, waste management and remediation",5.6,Anaerobic digestion of sewage sludge,CCM,DNSH,Climate Adaptation,Appendix A
710,E37.00 and F42.99,"Water supply, sewerage, waste management and remediation",5.6,Anaerobic digestion of sewage sludge,CCM/CCA,DNSH,Water,Appendix B
711,E37.00 and F42.99,"Water supply, sewerage, waste management and remediation",5.6,Anaerobic digestion of sewage sludge,CCM/CCA,DNSH,Pollution prevention,Emissions levels within or lower than best available techniques (BAT-AEL) ranges for anaerobic treatment
712,E37.00 and F42.99,"Water supply, sewerage, waste management and remediation",5.6,Anaerobic digestion of sewage sludge,CCM/CCA,DNSH,Pollution prevention,Nitrogen content (tolerance level ±25 %) is communicated to buyer/ entity in charge of taking off digestate
713,E37.00 and F42.99,"Water supply, sewerage, waste management and remediation",5.6,Anaerobic digestion of sewage sludge,CCM/CCA,DNSH,Biodiversity,Appendix D
714,E37.00 and F42.99,"Water supply, sewerage, waste management and remediation",5.6,Anaerobic digestion of sewage sludge,CCA,SCC,Climate Adaptation,Generic Values
715,E37.00 and F42.99,"Water supply, sewerage, waste management and remediation",5.6,Anaerobic digestion of sewage sludge,CCA,DNSH,Climate Mitigation,A monitoring plan is in place for methane leakage at the facility.
709,E38.21 and F42.99,"Water supply, sewerage, waste management and remediation",5.7,Anaerobic digestion of bio-waste,CCM,SCC,Leakage control,Monitoring and contingency plan in place to minimise facility methane leakage
709,E38.21 and F42.99,"Water supply, sewerage, waste management and remediation",5.7,Anaerobic digestion of bio-waste,CCM,SCC,Biogas usage,"Biogas used for electricity/ heat generation, vehicle fuel/ feedstock or upgraded to bio-methane for natural gas grid"
709,E38.21 and F42.99,"Water supply, sewerage, waste management and remediation",5.7,Anaerobic digestion of bio-waste,CCM,SCC,Waste Management ,Bio-waste used for anaerobic digestion is source segregated and collected separately.
709,E38.21 and F42.99,"Water supply, sewerage, waste management and remediation",5.7,Anaerobic digestion of bio-waste,CCM,SCC,Material use,Produced digestate is used as fertiliser or soil improver
709,E38.21 and F42.99,"Water supply, sewerage, waste management and remediation",5.7,Anaerobic digestion of bio-waste,CCM,SCC,Input feedstock,"Share of food and feed crops (weight as annual average), is less/equal to 10% of input feedstock."
709,E38.21 and F42.99,"Water supply, sewerage, waste management and remediation",5.7,Anaerobic digestion of bio-waste,CCM,DNSH,Climate Adaptation,Appendix A
709,E38.21 and F42.99,"Water supply, sewerage, waste management and remediation",5.7,Anaerobic digestion of bio-waste,CCM/CCA,DNSH,Water,Appendix B
709,E38.21 and F42.99,"Water supply, sewerage, waste management and remediation",5.7,Anaerobic digestion of bio-waste,CCM/CCA,DNSH,Pollution prevention,Emissions to air and water are within or lower than best available techniques (BAT-AEL) levels
709,E38.21 and F42.99,"Water supply, sewerage, waste management and remediation",5.7,Anaerobic digestion of bio-waste,CCM/CCA,DNSH,Pollution prevention,Produced digestate meets fertilising material requirements in Component Material Categories 4/5 or CMC 3
709,E38.21 and F42.99,"Water supply, sewerage, waste management and remediation",5.7,Anaerobic digestion of bio-waste,CCM/CCA,DNSH,Pollution prevention,Nitrogen content (tolerance level ±25 %) is communicated to buyer/ entity in charge of taking off digestate
709,E38.21 and F42.99,"Water supply, sewerage, waste management and remediation",5.7,Anaerobic digestion of bio-waste,CCM/CCA,DNSH,Biodiversity,Appendix D
709,E38.21 and F42.99,"Water supply, sewerage, waste management and remediation",5.7,Anaerobic digestion of bio-waste,CCA,SCC,Climate Adaptation,Generic Values
709,E38.21 and F42.99,"Water supply, sewerage, waste management and remediation",5.7,Anaerobic digestion of bio-waste,CCA,DNSH,Climate Mitigation,A monitoring plan is in place for methane leakage at the facility.
714,"E38.21, F42.99","Water supply, sewerage, waste management and remediation",5.8,Composting of bio-waste,CCM,SCC,Waste Management ,Composed bio-waste is source segregated and collected separately.
714,"E38.21, F42.99","Water supply, sewerage, waste management and remediation",5.8,Composting of bio-waste,CCM,SCC,Waste Management compliance,Produced compost meets regulatory requirements in Component Material Category 3
714,"E38.21, F42.99","Water supply, sewerage, waste management and remediation",5.8,Composting of bio-waste,CCM,DNSH,Climate Adaptation,Appendix A
714,"E38.21, F42.99","Water supply, sewerage, waste management and remediation",5.8,Composting of bio-waste,CCM/CCA,DNSH,Pollution prevention,Emissions to air and water are within or lower than best available techniques (BAT-AEL) levels
714,"E38.21, F42.99","Water supply, sewerage, waste management and remediation",5.8,Composting of bio-waste,CCM/CCA,DNSH,Pollution prevention,Site system in place preventing leachate reaching groundwater.
714,"E38.21, F42.99","Water supply, sewerage, waste management and remediation",5.8,Composting of bio-waste,CCM/CCA,DNSH,Pollution prevention,Produced compost meets regulatory requirements in Component Material Category 3
714,"E38.21, F42.99","Water supply, sewerage, waste management and remediation",5.8,Composting of bio-waste,CCM/CCA,DNSH,Biodiversity,Appendix D
714,"E38.21, F42.99","Water supply, sewerage, waste management and remediation",5.8,Composting of bio-waste,CCA,SCC,Climate Adaptation,Generic Values
716,"E38.32, F42.99","Water supply, sewerage, waste management and remediation",5.9,Material recovery from non-hazardous waste,CCM,SCC,Waste management ,Activity converts at least 50 % non-hazardous waste into secondary raw materials
716,"E38.32, F42.99","Water supply, sewerage, waste management and remediation",5.9,Material recovery from non-hazardous waste,CCM,DNSH,Climate Adaptation,Appendix A
716,"E38.32, F42.99","Water supply, sewerage, waste management and remediation",5.9,Material recovery from non-hazardous waste,CCM/CCA,DNSH,Biodiversity,Appendix D
716,"E38.32, F42.99","Water supply, sewerage, waste management and remediation",5.9,Material recovery from non-hazardous waste,CCA,SCC,Climate Adaptation,Generic Values
717,E38.21,"Water supply, sewerage, waste management and remediation",5.10,Landfill gas capture and utilisation,CCM,SCC,Year,The landfill has not been opened after 8 July 2020.
717,E38.21,"Water supply, sewerage, waste management and remediation",5.10,Landfill gas capture and utilisation,CCM,SCC,Cell/Gas capture system ,"Landfill with new, extended or retrofitted gas capture system is permanently closed"
717,E38.21,"Water supply, sewerage, waste management and remediation",5.10,Landfill gas capture and utilisation,CCM,SCC,Landfill gas,"Generation of electricity, heat as biogas "
717,E38.21,"Water supply, sewerage, waste management and remediation",5.10,Landfill gas capture and utilisation,CCM,SCC,Control and monitoring of methane emissions,Methane emissions from landfill and leakages are controlled and monitored
717,E38.21,"Water supply, sewerage, waste management and remediation",5.10,Landfill gas capture and utilisation,CCM,DNSH,Climate Adaptation,Appendix A
717,E38.21,"Water supply, sewerage, waste management and remediation",5.10,Landfill gas capture and utilisation,CCM/CCA,DNSH,Pollution prevention,Permanent closure and remediation of old landfills are regulatory compliant.
717,E38.21,"Water supply, sewerage, waste management and remediation",5.10,Landfill gas capture and utilisation,CCM/CCA,DNSH,Biodiversity,Appendix D
717,E38.21,"Water supply, sewerage, waste management and remediation",5.10,Landfill gas capture and utilisation,CCA,SCC,Climate Adaptation,Generic Values
717,E38.21,"Water supply, sewerage, waste management and remediation",5.10,Landfill gas capture and utilisation,CCA,DNSH,Climate Mitigation,A monitoring plan is in place for methane leakage at the facility.
721,"F42.21, H49.50","Water supply, sewerage, waste management and remediation",5.11,Transport of CO2,CCM,SCC,Leakage control,Transported CO2 does not lead to CO2 leakages above 0.5 % of the mass of CO2 transported.
721,"F42.21, H49.50","Water supply, sewerage, waste management and remediation",5.11,Transport of CO2,CCM,SCC,CO2 permanent storage ,CO2 storage site meets underground CO2 geological storage criteria in Section 5.12 of Annex or other transport modalities
721,"F42.21, H49.50","Water supply, sewerage, waste management and remediation",5.11,Transport of CO2,CCM,SCC,Leakage detection,Leak detection systems are applied and a monitoring plan is in place
721,"F42.21, H49.50","Water supply, sewerage, waste management and remediation",5.11,Transport of CO2,CCM,SCC,Improve existing network ,Asset installation that increases flexibility and improve management of existing network
721,"F42.21, H49.50","Water supply, sewerage, waste management and remediation",5.11,Transport of CO2,CCM,DNSH,Climate Adaptation,Appendix A
721,"F42.21, H49.50","Water supply, sewerage, waste management and remediation",5.11,Transport of CO2,CCM/CCA,DNSH,Water,Appendix B
721,"F42.21, H49.50","Water supply, sewerage, waste management and remediation",5.11,Transport of CO2,CCM/CCA,DNSH,Biodiversity,Appendix D
721,"F42.21, H49.50","Water supply, sewerage, waste management and remediation",5.11,Transport of CO2,CCA,SCC,Climate Adaptation,Generic Values
721,"F42.21, H49.50","Water supply, sewerage, waste management and remediation",5.11,Transport of CO2,CCA,DNSH,Climate Mitigation,A monitoring plan is in place for CO2 leakages.
725,E39.00,"Water supply, sewerage, waste management and remediation",5.12,Underground permanent geological storage of CO2,CCM,SCC,CO2 storage,Characterisation and assessment for CO2 storage site as per regulation
725,E39.00,"Water supply, sewerage, waste management and remediation",5.12,Underground permanent geological storage of CO2,CCM,SCC,Leakage detection,Leak detection systems are in place
725,E39.00,"Water supply, sewerage, waste management and remediation",5.12,Underground permanent geological storage of CO2,CCM,SCC,Injection facility measures,Monitoring plan is in place for injection facilities
725,E39.00,"Water supply, sewerage, waste management and remediation",5.12,Underground permanent geological storage of CO2,CCM,SCC,Storage regulatory compliance,Regulatory compliance of storage sites within the Union
725,E39.00,"Water supply, sewerage, waste management and remediation",5.12,Underground permanent geological storage of CO2,CCM,SCC,Storage standard compliance,Standard compliance of storage sites within third countries
725,E39.00,"Water supply, sewerage, waste management and remediation",5.12,Underground permanent geological storage of CO2,CCM,DNSH,Climate Adaptation,Appendix A
725,E39.00,"Water supply, sewerage, waste management and remediation",5.12,Underground permanent geological storage of CO2,CCM/CCA,DNSH,Water,Appendix B
725,E39.00,"Water supply, sewerage, waste management and remediation",5.12,Underground permanent geological storage of CO2,CCM/CCA,DNSH,Pollution prevention,The activity complies with Directive 2009/31/EC
725,E39.00,"Water supply, sewerage, waste management and remediation",5.12,Underground permanent geological storage of CO2,CCM/CCA,DNSH,Biodiversity,Appendix D
725,E39.00,"Water supply, sewerage, waste management and remediation",5.12,Underground permanent geological storage of CO2,CCA,SCC,Climate Adaptation,Generic Values
725,E39.00,"Water supply, sewerage, waste management and remediation",5.12,Underground permanent geological storage of CO2,CCA,DNSH,Climate Mitigation,A monitoring plan is in place for CO2 leakages.
847,"H49.10, N77.39",Transport,6.1,Passenger Rail Transport (Interurban),CCM,SCC,GHG Emissions,Product zero direct (tailpipe) CO2 emissions
848,"H49.10, N77.39",Transport,6.1,Passenger Rail Transport (Interurban),CCM,SCC,GHG Emissions from operating on track,Product zero direct (tailpipe) CO2 emission when operating on sufficient track or conventional engine
849,"H49.10, N77.39",Transport,6.1,Passenger Rail Transport (Interurban),CCM,DNSH,Climate Adaptation,Appendix A
850,"H49.10, N77.39",Transport,6.1,Passenger Rail Transport (Interurban),CCM/CCA,DNSH,Circular Economy,Measures in place for waste management
851,"H49.10, N77.39",Transport,6.1,Passenger Rail Transport (Interurban),CCM/CCA,DNSH,Pollution Prevention,Emission limit compliance of RLL and RLR engines
852,"H49.10, N77.39",Transport,6.1,Passenger Rail Transport (Interurban),CCA,SCC,Climate Adaptation Generic,Generic Values
853,"H49.20, N77.39",Transport,6.2,Freight Rail Transport,CCM,SCC,GHG Emissions,Product zero direct (tailpipe) CO2 emissions
854,"H49.20, N77.39",Transport,6.2,Freight Rail Transport,CCM,SCC,GHG Emissions from operating on track,Product zero direct (tailpipe) CO2 emission when operating on sufficient track or conventional engine
855,"H49.20, N77.39",Transport,6.2,Freight Rail Transport,CCM,SCC,Transport activity,Fossil fuel related transport
856,"H49.20, N77.39",Transport,6.2,Freight Rail Transport,CCM,DNSH,Climate Adaptation,Appendix A
857,"H49.20, N77.39",Transport,6.2,Freight Rail Transport,CCM/CCA,DNSH,Circular Economy,Measures in place for waste management
858,"H49.20, N77.39",Transport,6.2,Freight Rail Transport,CCM/CCA,DNSH,Pollution Prevention,Emission limit compliance of RLL and RLR engines
859,"H49.20, N77.39",Transport,6.2,Freight Rail Transport,CCA,SCC,Climate Adaptation Generic,Generic Values
860,"H49.20, N77.39",Transport,6.2,Freight Rail Transport,CCA,DNSH,Climate Mitigation,Fossil fuel related transport
861,"H49.31, H49.3.9, N77.39 and N77.11",Transport,6.3,"Urban and suburban transport, road passenger transport",CCM,SCC,GHG Emissions,Product transport zero direct (tailpipe) CO2 emissions
862,"H49.31, H49.3.9, N77.39 and N77.13",Transport,6.3,"Urban and suburban transport, road passenger transport",CCM,SCC,Road tehicle type,"Bodywork classified as ‘CA’ (single-deck vehicle), ‘CB’ (double-deck vehicle), ‘CC’ (single-deck articulated vehicle) or ‘CD’ (double-deck articulated vehicle)"
863,"H49.31, H49.3.9, N77.39 and N77.13",Transport,6.3,"Urban and suburban transport, road passenger transport",CCM,SCC,Product compliance,Product compliant with latest  EURO VI standard
864,"H49.31, H49.3.9, N77.39 and N77.13",Transport,6.3,"Urban and suburban transport, road passenger transport",CCM,DNSH,Climate Adaptation,Appendix A
865,"H49.31, H49.3.9, N77.39 and N77.13",Transport,6.3,"Urban and suburban transport, road passenger transport",CCM/CCA,DNSH,Circular Economy,Measures in place for waste management
866,"H49.31, H49.3.9, N77.39 and N77.13",Transport,6.3,"Urban and suburban transport, road passenger transport",CCM/CCA,DNSH,Pollution prevention,Category M product compliance
867,"H49.31, H49.3.9, N77.39 and N77.13",Transport,6.3,"Urban and suburban transport, road passenger transport",CCM/CCA,DNSH,Pollution prevention,European Product Registry for Energy Labelling (EPREL) verification
868,"H49.31, H49.3.9, N77.39 and N77.13",Transport,6.3,"Urban and suburban transport, road passenger transport",CCA,SCC,Climate Adaptation Generic,Generic Values
869,"N77.11, N77.21",Transport,6.4,"Operation of personal mobility devices, cycle logistics",CCM,SCC,Personal mobility device,Propulsion from user physical activity/ zero-emissions motor/ mix
870,"N77.11, N77.21",Transport,6.4,"Operation of personal mobility devices, cycle logistics",CCM,SCC,Personal mobility device,Device able to operate on public infrastructure for bikes/ pedestrian
871,"N77.11, N77.21",Transport,6.4,"Operation of personal mobility devices, cycle logistics",CCM,DNSH,Climate Adaptation,Appendix A
872,"N77.11, N77.21",Transport,6.4,"Operation of personal mobility devices, cycle logistics",CCM/CCA,DNSH,Circular Economy,Measures in place for waste management
873,"N77.11, N77.21",Transport,6.4,"Operation of personal mobility devices, cycle logistics",CCA,SCC,Climate Adaptation Generic,Generic Values
874,"H49.32, H49.39, N77.11",Transport,6.5,"Transport by motorbikes, passenger cars and light commercial vehicles",CCM,SCC,CO2 emissions of vehicles,CO2 emissions based on vehicle category M1/  N1/ L
875,"H49.32, H49.39, N77.11",Transport,6.5,"Transport by motorbikes, passenger cars and light commercial vehicles",CCM,SCC,Start Date,Start Date before or after 31/12/2025 
876,"H49.32, H49.39, N77.11",Transport,6.5,"Transport by motorbikes, passenger cars and light commercial vehicles",CCM,DNSH,Climate Adaptation,Appendix A
877,"H49.32, H49.39, N77.11",Transport,6.5,"Transport by motorbikes, passenger cars and light commercial vehicles",CCM/CCA,DNSH,Circular Economy,Reusability threshold (%) based on vehicle category M1 and N1
878,"H49.32, H49.39, N77.11",Transport,6.5,"Transport by motorbikes, passenger cars and light commercial vehicles",CCM/CCA,DNSH,Circular Economy,Measures in place for waste management
879,"H49.32, H49.39, N77.11",Transport,6.5,"Transport by motorbikes, passenger cars and light commercial vehicles",CCM/CCA,DNSH,Pollution prevention,Vechicle compliant to recent Euro 6 light-duty emission type-approval
880,"H49.32, H49.39, N77.11",Transport,6.5,"Transport by motorbikes, passenger cars and light commercial vehicles",CCM/CCA,DNSH,Pollution prevention,Vechicle compliant to emission thresholds for clean light-duty vehicles in Table 2 of the Annex to Directive
881,"H49.32, H49.39, N77.11",Transport,6.5,"Transport by motorbikes, passenger cars and light commercial vehicles",CCM/CCA,DNSH,Pollution prevention,Regulatory compliance of category M / N vehicles
882,"H49.32, H49.39, N77.11",Transport,6.5,"Transport by motorbikes, passenger cars and light commercial vehicles",CCM/CCA,DNSH,Pollution prevention,Verification by European Product Registry for Energy Labelling (EPREL) of Category M / N vehicles
883,"H49.32, H49.39, N77.11",Transport,6.5,"Transport by motorbikes, passenger cars and light commercial vehicles",CCA,SCC,Climate Adaptation Generic,Generic Values
884,"H49.32, H49.39, N77.11",Transport,6.5,"Transport by motorbikes, passenger cars and light commercial vehicles",CCA,DNSH,Climate Mitigation,Category M1 and N1 specific CO2 emissions are lower than fleet-wide CO2 emissions targets 
885,"H49.32, H49.39, N77.11",Transport,6.5,"Transport by motorbikes, passenger cars and light commercial vehicles",CCA,DNSH,Climate Mitigation,Start date before or after 31/12/2024
886,"H49.32, H49.39, N77.11",Transport,6.5,"Transport by motorbikes, passenger cars and light commercial vehicles",CCA,DNSH,Climate Mitigation,NEDC values for vehicles categories M1 / N1 as specified in Article 1
887,"H49.32, H49.39, N77.11",Transport,6.5,"Transport by motorbikes, passenger cars and light commercial vehicles",CCA,DNSH,Climate Mitigation,WLTP values for vehicles categories M1 / N1 as specified in Annex I
888,"H49.41, H53.10, H53.20, N77.12",Transport,6.6,Freight transport services by road ,CCM,SCC,CO2 emission product,CO2 emission per vechicle category
889,"H49.41, H53.10, H53.20, N77.12",Transport,6.6,Freight transport services by road ,CCM,SCC,Fuel type,Advanced biofuels or renewable liquid and gaseous transport fuels of non-biological origin
