Reporting/Assessment Type,NACE,Applicable Sector,Activity,Objective,Attributes,Values
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Best available techniques (BAT-AEL) range,Emissions < best available techniques (BAT-AEL) ranges
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Best available techniques (BAT) ,iron and steel production
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Production of waste gases,Emission target tCO2e/t product
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Steel production,Steel scrap input relative to product output in % 
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Best available techniques (BAT-AEL),Emissions < best available techniques (BAT-AEL) ranges
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Best available techniques (BAT) ,Production of chlor-alka
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Best available techniques (BAT) ,Waste water and waste gas treatment
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Best available techniques (BAT) ,Refining of mineral oil and gas
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,GHG emissions savings,70 % relative to a fossil fuel comparator of 94g CO2e/MJ
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Best available techniques (BAT-AEL),Emissions < best available techniques (BAT-AEL) ranges
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Best Available Techniques Reference Document (BREF) ,For Large Volume Inorganic Chemicals – Solids and Others industry
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Best available techniques (BAT),For common waste water and waste gas treatment/management systems
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,GHG emissions,"Carbon black production processes <  1,615 tCO2e per tonne of product"
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Best available techniques (BAT-AEL),Emissions < best available techniques (BAT-AEL) ranges
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Best Available Techniques Reference Document (BREF) ,For Large Volume Inorganic Chemicals – Solids and Others industry
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Best available techniques (BAT),For common waste water and waste gas treatment/management systems
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,GHG emissions,"GHG emissions soda ash production < 0,866(180) tCO2e per tonne of product"
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Best available techniques (BAT-AEL),Emissions < best available techniques (BAT-AEL) ranges
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Best Available Techniques Reference Document (BREF) ,For Large Volume Inorganic Chemicals – Solids and Others industry
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Best available techniques (BAT),For common waste water and waste gas treatment/management systems
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Electricity Consumption ,Electrolysis and chlorine treatment 
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Electricity used for chlorine production,Emissions level 
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Best available techniques (BAT-AEL),Emissions < best available techniques (BAT-AEL) ranges
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Best available techniques (BAT),Production of large volumes organic chemicals
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Best available techniques (BAT),Waste water and waste gas treatment/management systems in the chemical sector(
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,GHG emissions,Emissions levels from organic chemicals production processes 
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Manufactured chemical ,Emissions levels 
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Criteria activity ,Agricultural biomass used for the manufacture of organic basic chemicals
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Best available techniques (BAT-AEL),Emissions < best available techniques (BAT-AEL) ranges
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Best available techniques (BAT),"Production of Large Volume Inorganic Chemicals - Ammonia, Acids and Fertilisers"
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Best available techniques (BAT),Waste water and waste gas treatment/management systems in the chemical sector(
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Manufacturing ,Anhydrous ammonia has greenhouse gas emissions
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Waste management ,Recovered ammonia 
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Best available techniques (BAT-AEL),Emissions < best available techniques (BAT-AEL) ranges
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Best available techniques (BAT),"Production of Large Volume Inorganic Chemicals - Ammonia, Acids and Fertilisers"
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Best available techniques (BAT),Waste water and waste gas treatment/management systems in the chemical sector(
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,GHG emissions/Manufacturing,Manufacture of nitric acid
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Best available techniques (BAT-AEL),Emissions < best available techniques (BAT-AEL) ranges
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Best Available Techniques Reference Document (BREF) ,For the Production of Polymers
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Best available techniques (BAT),Waste water and waste gas treatment/management systems in the chemical sector
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Manufacturing,Mechanical recycling of plastic waste
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Manufacturing,"Credits of greenhouse gas emissions of the manufactured plastic,  recommendation 2013/179/EU or, alternatively, using ISO 14067:2018(227) or ISO 14064-1:2018"
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Manufacturing,"Greenhouse gas emissions of the manufactured plastic manufactured wholly or partially from renewable feedstock, recommendation 2013/179/EU or, alternatively, using ISO 14067:2018 or ISO 14064-1:2018"
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,ISO Standard ,ISO 14067 Standard 
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,GHG Protocol ,GHG Protocol Product Lifecycle Standard-compliant Product Carbon Footprint (PCF) assessment
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Life Cycle Emissions ,Life Cycle Emissions < 100gCO2e/kWh
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Start date,Start date
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,ISO Standard ,ISO 14067 Standard 
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,GHG Protocol ,GHG Protocol Product Lifecycle Standard-compliant Product Carbon Footprint (PCF) assessment
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Life Cycle Emissions ,Life Cycle Emissions < 100gCO2e/kWh
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Start date,Start date
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,ISO Standard ,ISO 14067 Standard 
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,GHG Protocol ,GHG Protocol Product Lifecycle Standard-compliant Product Carbon Footprint (PCF) assessment
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Life Cycle Emissions ,Life Cycle Emissions < 100gCO2e/kWh
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Start date,Start date
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,ISO Standard ,ISO 14067 Standard 
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,GHG Protocol ,GHG Protocol Product Lifecycle Standard-compliant Product Carbon Footprint (PCF) assessment
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Life Cycle Emissions ,Life Cycle Emissions < 100gCO2e/kWh
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Start date,Start date
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,ISO Standard ,ISO 14067 Standard 
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,GHG Protocol ,GHG Protocol Product Lifecycle Standard-compliant Product Carbon Footprint (PCF) assessment
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Life Cycle Emissions ,Life Cycle Emissions < 100gCO2e/kWh
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Start date,Start date
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Third-Party validation,Third-Party validation dummy
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,ISO Standard ,ISO 14067 Standard 
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,GHG Protocol ,GHG Protocol Product Lifecycle Standard-compliant Product Carbon Footprint (PCF) assessment
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Life Cycle Emissions ,Life Cycle Emissions < 100gCO2e/kWh
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Start date,Start date
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Third-Party validation,Third-Party validation dummy
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,ISO Standard ,ISO 14067 Standard 
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,GHG Protocol ,GHG Protocol Product Lifecycle Standard-compliant Product Carbon Footprint (PCF) assessment
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Life Cycle Emissions ,Life Cycle Emissions < 100gCO2e/kWh
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Start date,Start date
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Captured CO2,CO2 captured for storage is transported and stored underground
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Third-Party validation,Third-Party validation dummy
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Green House Gas Savings ,Compliance with RED II
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Biomass critiera,Compliance with biomass criteria
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Start date,Start date
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Decarbonised equipment ,Decarbonised equipment (Fully) 
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Power Plant CO2 emissions ,Powerplan C02 intensity 
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Generation capacity %,Generation capacity %
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Start date,Start date
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,System Grid CO2 emissions %  ,System Grid Emissions %  
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Interconnected European system ,Interconnected European system 
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Development/ integration of renewable energy systems,Low carbon electricity generation (network)  
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Development/ integration of renewable energy systems,EV (transport)  charging stations 
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Development/ integration of renewable energy systems,Installation of T&D transformers 
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Development/ integration of renewable energy systems,renewable electricity generation
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Development/ integration of renewable energy systems,Sensors and measurement tools 
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Development/ integration of renewable energy systems,Communication and control 
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Development/ integration of renewable energy systems,Equipment to carry information to users for remotely acting on consumption
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Development/ integration of renewable energy systems,Equipment to allow for exchange of renewable electricity between users
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Development/ integration of renewable energy systems,Interconnectors between transmission systems 
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Electricity storage,electricity storage
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Electricity storage,Thermal energy storage
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Construction of hydrogen storage,Construction of hydrogen storage dummy
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Conversation to hydrogen storage,Conversation to hydrogen storage dummy
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Operation of hydrogen storage,Operation of hydrogen storage dummy
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Criteria in EU Directive 2018/2001,Fullfills biomass criteria
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Exclusion of food and feed crops,No food and feed crop dummy
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,GHG emissions savings,GHG emissions are relative at least 65%
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Rely on anaerobic digestation of organic material,Meet criteria in Sections 5.6 and criteria 1-2 of Section 5.7
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,CO2 capture,CO2 capture flag
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,CO2 capture,Underground storage
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,new distribution network dedicated to hydrogen,dedicated to hydrogen 
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,conversation to 100% hydrogen,conversion to hydrogen
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Retrofit of gas transmission related to hydrogen and other lower-carbon gas,retrofit to low carbon gasses
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Leakage measure construction,Leakage measure operation
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Energy efficiency,Efficient district heating
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Start date,Start date
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Activity modification to lower temperature regimes,Activity modification to lower temperature regimes dummy
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Advanced pilot systems,Advanced pilot systems dummy
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Energy efficiency,refrigerant threshold
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Energy efficiency,Energy effiency requirements
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,ISO 14067 or a GHG Protocol Product Lifecycle Standard-compliant Product Carbon Footprint (PCF) assessment,ISO 14067 Standard 
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,ISO 14067 or a GHG Protocol Product Lifecycle Standard-compliant Product Carbon Footprint (PCF) assessment, GHG Protocol Product Lifecycle Standard-compliant Product Carbon Footprint (PCF) assessment
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,GHG emission production,CO2e/kWh
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,GHG emission calculation standard,Regulation 2013/179/EU
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,GHG emission calculation standard,ISO 14067 Standard
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,GHG emission calculation standard,ISO 14064 Standard
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Third-Party validation,Third-Party validation dummy
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,GHG emission production,CO2e/kWh
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,GHG emission calculation standard,Regulation 2013/179/EU
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,GHG emission calculation standard,ISO 14067 Standard
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,GHG emission calculation standard,ISO 14064 Standard
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Third-Party validation,Third-Party validation dummy
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Abatment activity,Abatment activity dummy
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,CO2 capture,CO2 capture flag
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,CO2 capture,Underground storage
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Leakage measure construction,Leak detection and repair program
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Leakage measure operation,Leakage measure operation
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,activity blends renewable gaseous or liquid fuels with biogas or bioliquids,"biogas, bioliquids"
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Criteria in EU Directive 2018/2001,Fullfills biomass criteria
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,GHG emissions savings,GHG emissions are relative at least 80%
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,rely on anaerobic digestation of organic material,Meet criteria in Sections 5.6 and criteria 1-2 of Section 5.7
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,total rated thermal input below 2 MW and using gaseous biomass fuels,total rated thermal input below 2 MW
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,total rated thermal input below 2 MW and using gaseous biomass fuels,using gaseous biomass fuels
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,ISO 14067 or a GHG Protocol Product Lifecycle Standard-compliant Product Carbon Footprint (PCF) assessment,ISO 14067 Standard 
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,ISO 14067 or a GHG Protocol Product Lifecycle Standard-compliant Product Carbon Footprint (PCF) assessment, GHG Protocol Product Lifecycle Standard-compliant Product Carbon Footprint (PCF) assessment
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,GHG emission production,CO2e/kWh
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,GHG emission calculation standard,Regulation 2013/179/EU
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,GHG emission calculation standard,ISO 14067 Standard
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,GHG emission calculation standard,ISO 14064 Standard
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Third-Party validation,Third-Party validation dummy
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,GHG emission production,CO2e/kWh
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,GHG emission calculation standard,Regulation 2013/179/EU
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,GHG emission calculation standard,ISO 14067 Standard
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,GHG emission calculation standard,ISO 14064 Standard
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Third-Party validation,Third-Party validation dummy
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Abatment activity,Abatment activity dummy
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,CO2 capture,CO2 capture flag
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,CO2 capture,Underground storage
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Leakage measure construction,Leak detection and repair program
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Leakage measure operation,Leakage measure operation
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,activity blends renewable gaseous or liquid fuels with biogas or bioliquids,"biogas, bioliquids"
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Criteria in EU Directive 2018/2001,Fullfills biomass criteria
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,GHG emissions savings,GHG emissions are relative at least 80%
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,rely on anaerobic digestation of organic material,Meet criteria in Sections 5.6 and criteria 1-2 of Section 5.7
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,total rated thermal input below 2 MW and using gaseous biomass fuels,total rated thermal input below 2 MW
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,total rated thermal input below 2 MW and using gaseous biomass fuels,using gaseous biomass fuels
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Waste heat recovery system,Waste heat recovery system flag
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Equipment and component requirements,High durability and recyclability and that are easy to dismantle and refurbish
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Equipment and component requirements,High durability and recyclability and that are easy to dismantle and refurbish
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Wind power type,Offshore or onshore 
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Activity requirements,Requirements in relation to Noise/energy and relevant criteria and methodological standards
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Equipment and component requirements,High durability and recyclability and that are easy to dismantle and refurbish
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Appendix D,
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Activity requirements,Requirements in relation to biodiversity and seabed integrity and relevant criteria and methodological standards
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Activity requirements,Requirements in relation to noise/energy and relevant criteria and methodological standards
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Equipment and component requirements,High durability and recyclability and that are easy to dismantle and refurbish
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Required product measures,Measures to minimise toxicity of anti-fouling paint and biocides
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Appendix D,
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Activity requirements,Requirements in relation to biodiversity and to the relevant criteria and methodological standards
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Activity requirements,Compliance with Directive
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Hydropower plant status,Existing or construction of hydropower plant
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Activity requirements,Implementation of specific technically feasible and ecologically relevant measures
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Validation,Effectiveness of the measures are monitored
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Impact assessment,Impact assessment of suggusted construction
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Activity requirements,Requirements in relation to the specific water body
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Activity mitigation requirements,"Specific measure requirements to reduse adverse impacts on water, protected habitats and species directly dependent on water"
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Hydropower plant impact,Do not compromise the achievement of good water status in the same river basin district
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Activity mitigation requirements,Compensatory measures 
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,GHG emissions,GHG emissions < 270gCO2e/kWh
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Geothermal energy system type,High-enthalpy system or not
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Abatement system,In place to reduce emission levels in accordance with Directives
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,GHG emissions,Emission levels 
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Emission levels,Within or lower than the emission levels associated with the best available techniques (BAT)
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Effects,No significant cross-media effects occur
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Energy plant type,Combustion plant with thermal input greater than 1 MW but below the BAT thresholds
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Emission levels,Emission below limit values in Directive
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,GHG emissions,Emission levels 
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Installation type,Installation falling within the scope of Directive
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Emission levels,Within or lower than the emission levels associated with the best available techniques (BAT)
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Effects,No significant cross-media effects occur
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Energy plant type,Combustion plant with thermal input greater than 1 MW but below the BAT thresholds
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Emission levels,Emission below limit values in Directive
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Energy plant location,Located in zones or parts of zones not complying with the air quality limit values in Directive
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Activity requirements,Measures are taken to reduce emissions levels in accordance with Directive
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Material,Anaerobic digestion of organic material meets requirements in Regulation
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Material use,Produced digestate is used as fertiliser or soil improver
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Anaerobic digestion plant produce amount,Specific requirements for over 100 tonnes per day
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Emmision levels,Plant emissions are within or lower than the emission levels associated with the BAT
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Emissions levels ,Greenhouse gas emission savings and efficiency
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Waste management plan,Plan is in place and ensures maximal reuse or recycling at the end of the life in accordance with the waste hierarchy
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Overgorund high voltage lines,Specific requirements for construction site activities and other activities
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Activity requirement,Activities do not use PCBs polyclorinated biphenyls
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Infrastructure/Emission levels ,Limits of Emission levels 
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Hydropower storage type,Connected or not connected to river body
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Activity requirement,Compliance with Appendix B
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Activity requirement,Compliance with the DNSH criteria to sustainable use and protection of water and marine resources spesified in section 4.5 (Electricity production from hydropower)
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Waste management plan,Plan is in place and ensures maximal reuse or recycling at the end of the life in accordance with the waste hierarchy
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Storage type,For aquifer Thermal Energy Storage
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Waste management plan,Plan is in place and ensures maximal reuse or recycling at the end of the life in accordance with the waste hierarchy
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Waste management plan,"Plan which ensures maximal reuse, remanufacturing or recycling at end of life"
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Storage amount,Above or lower of five tonnes
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Activity requirement,Compliance with Directive
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Biogas production requirement,Application of gas-tight cover on the digestate storage
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Anaerobic digestion plant produce amount,Specific requirements for over 100 tonnes per day
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Emmision levels,Plant emissions are within or lower than the emission levels associated with the BAT
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Material,Anaerobic digestion of organic material meets requirements in Regulation
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Material use,Produced digestate is used as fertiliser or soil improver
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Emissions levels ,Greenhouse gas emission savings and efficiency
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Component types,"Fans, compressors, pumps and other equipment covered by Directive"
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Component requirement,"Compliance with top class requirements of the energy label, with implementing regulations under Directive and representt the best available technology"
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Repurposing ,Gas transmission and distribution capacity
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Repurposing ,The lifespan of the networks beyond their pre-retrofit projected lifespan
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Component types,"Fans, compressors, pumps and other equipment covered by Directive"
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Component requirement,"Compliance with top class requirements of the energy label, with implementing regulations under Directive and representt the best available technology"
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Equipment and component requirement,"Assessment of equipment and comonents high durability, recyclability, and that are easy to dismantle and refurbish"
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Waste management plan,"Plan which ensures mawimal reuse, remanufacturing or recycling at end of life"
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Heat pump type,Specific requirements for air-to air heat pumps with rated capacity of 12 kW or below
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Sound power levels,Indoor and outdoor sound power levels complies with Regulation
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Equipment and component requirement,"Assessment of equipment and comonents high durability, recyclability, and that are easy to dismantle and refurbish"
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Geothermal energy system type,High-enthalpy system or not
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Abatement system,In place to reduce emission levels in accordance with Directives
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Emission Levels ,Emission below limit values
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Emisssion levels,Within or lower than the emission levels associated with the BAT
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Effects,No significant cross-media effects occur
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Energy plant type,Combustion plant with thermal input greater than 1 MW but below the BAT thresholds
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Emission levels,Emission below limit values in Directive
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Emission Levels ,Emission below limit values
EU Taxonomy Exposure,N/A,N/A,N/A,N/A,Installation type,Installation falling within the scope of Directive
