Geographies,Framework,Industry,Sector,ProductCategories_AssetClasses,Sub-Asset_Class,Asset_Class
UK,IFRS/ISSB (inc CDSB+VRF),Financial Services,Banking & Capital Markets,Financial assets held for trading,Loans and advances,Trading financial assets
UK,IFRS/ISSB (inc CDSB+VRF),Financial Services,Banking & Capital Markets,Intangible assets,Goodwill,Intangible assets
UK,IFRS/ISSB (inc CDSB+VRF),Financial Services,Banking & Capital Markets,Intangible assets,Other intangible assets,Intangible assets
UK,IFRS/ISSB (inc CDSB+VRF),Financial Services,Banking & Capital Markets,"Investments in subsidiaries, joint ventures and associates","Investments in subsidiaries, joint ventures, and associates","Investments in subsidiaries, joint ventures, and associates"
UK,IFRS/ISSB (inc CDSB+VRF),Financial Services,Banking & Capital Markets,Non-current assets and disposal groups classified as held for sale,Non-current assets for sale,Non-current assets for sale
UK,IFRS/ISSB (inc CDSB+VRF),Financial Services,Banking & Capital Markets,Non-trading financial assets mandatorily at fair value through profit or loss,Debt securities,Mandatorily valued non-trading  assets
UK,IFRS/ISSB (inc CDSB+VRF),Financial Services,Banking & Capital Markets,Non-trading financial assets mandatorily at fair value through profit or loss,Equity instruments,Mandatorily valued non-trading  assets
UK,IFRS/ISSB (inc CDSB+VRF),Financial Services,Banking & Capital Markets,Non-trading financial assets mandatorily at fair value through profit or loss,Loans and advances,Mandatorily valued non-trading  assets
UK,IFRS/ISSB (inc CDSB+VRF),Financial Services,Banking & Capital Markets,Other assets,Other assets,Other assets
UK,IFRS/ISSB (inc CDSB+VRF),Financial Services,Banking & Capital Markets,Tangible assets,Investment property,Tangible assets
UK,IFRS/ISSB (inc CDSB+VRF),Financial Services,Banking & Capital Markets,Tangible assets,"Property, Plant and Equipment",Tangible assets
UK,IFRS/ISSB (inc CDSB+VRF),Financial Services,Banking & Capital Markets,Tax assets,Current tax assets,Tax assets
UK,IFRS/ISSB (inc CDSB+VRF),Financial Services,Banking & Capital Markets,Tax assets,Deferred tax assets,Tax assets
UK,TCFD,Financial Services,Banking & Capital Markets,"Cash, cash balances at central banks and other demand deposits",Cash balances at central banks,Cash and demand deposits
UK,TCFD,Financial Services,Banking & Capital Markets,"Cash, cash balances at central banks and other demand deposits",Cash on hand,Cash and demand deposits
UK,TCFD,Financial Services,Banking & Capital Markets,"Cash, cash balances at central banks and other demand deposits",Other demand deposits,Cash and demand deposits
UK,TCFD,Financial Services,Banking & Capital Markets,Derivatives – Hedge accounting,Hedge accounting derivatives,Hedge accounting derivatives
UK,TCFD,Financial Services,Banking & Capital Markets,Fair value changes of the hedged items in portfolio hedge of interest rate risk,Hedged items interest rate risk fair value changes,Hedged items interest rate risk fair value changes
UK,TCFD,Financial Services,Banking & Capital Markets,Financial assets at amortised cost,Debt securities,Amortised cost financial assets
UK,TCFD,Financial Services,Banking & Capital Markets,Financial assets at amortised cost,Loans and advances,Amortised cost financial assets
UK,TCFD,Financial Services,Banking & Capital Markets,Financial assets at fair value through other comprehensive income,Debt securities,Financial assets in other  income
UK,TCFD,Financial Services,Banking & Capital Markets,Financial assets at fair value through other comprehensive income,Equity instruments,Financial assets in other  income
UK,TCFD,Financial Services,Banking & Capital Markets,Financial assets at fair value through other comprehensive income,Loans and advances,Financial assets in other  income
UK,TCFD,Financial Services,Banking & Capital Markets,Financial assets designated at fair value through profit or loss,Debt securities,Designated valued financial assets
UK,TCFD,Financial Services,Banking & Capital Markets,Financial assets designated at fair value through profit or loss,Loans and advances,Designated valued financial assets
UK,TCFD,Financial Services,Banking & Capital Markets,Financial assets held for trading,Debt securities,Trading financial assets
UK,TCFD,Financial Services,Banking & Capital Markets,Financial assets held for trading,Derivatives,Trading financial assets
UK,TCFD,Financial Services,Banking & Capital Markets,Financial assets held for trading,Equity instruments,Trading financial assets
UK,TCFD,Financial Services,Banking & Capital Markets,Financial assets held for trading,Loans and advances,Trading financial assets
UK,TCFD,Financial Services,Banking & Capital Markets,Intangible assets,Goodwill,Intangible assets
UK,TCFD,Financial Services,Banking & Capital Markets,Intangible assets,Other intangible assets,Intangible assets
UK,TCFD,Financial Services,Banking & Capital Markets,"Investments in subsidiaries, joint ventures and associates","Investments in subsidiaries, joint ventures, and associates","Investments in subsidiaries, joint ventures, and associates"
UK,TCFD,Financial Services,Banking & Capital Markets,Non-current assets and disposal groups classified as held for sale,Non-current assets for sale,Non-current assets for sale
UK,TCFD,Financial Services,Banking & Capital Markets,Non-trading financial assets mandatorily at fair value through profit or loss,Debt securities,Mandatorily valued non-trading  assets
UK,TCFD,Financial Services,Banking & Capital Markets,Non-trading financial assets mandatorily at fair value through profit or loss,Equity instruments,Mandatorily valued non-trading  assets
UK,TCFD,Financial Services,Banking & Capital Markets,Non-trading financial assets mandatorily at fair value through profit or loss,Loans and advances,Mandatorily valued non-trading  assets
UK,TCFD,Financial Services,Banking & Capital Markets,Other assets,Other assets,Other assets
UK,TCFD,Financial Services,Banking & Capital Markets,Tangible assets,Investment property,Tangible assets
UK,TCFD,Financial Services,Banking & Capital Markets,Tangible assets,"Property, Plant and Equipment",Tangible assets
UK,TCFD,Financial Services,Banking & Capital Markets,Tax assets,Current tax assets,Tax assets
UK,TCFD,Financial Services,Banking & Capital Markets,Tax assets,Deferred tax assets,Tax assets
UK,TNFD,Financial Services,Banking & Capital Markets,"Cash, cash balances at central banks and other demand deposits",Cash balances at central banks,Cash and demand deposits
UK,TNFD,Financial Services,Banking & Capital Markets,"Cash, cash balances at central banks and other demand deposits",Cash on hand,Cash and demand deposits
UK,TNFD,Financial Services,Banking & Capital Markets,"Cash, cash balances at central banks and other demand deposits",Other demand deposits,Cash and demand deposits
UK,TNFD,Financial Services,Banking & Capital Markets,Derivatives – Hedge accounting,Hedge accounting derivatives,Hedge accounting derivatives
UK,TNFD,Financial Services,Banking & Capital Markets,Fair value changes of the hedged items in portfolio hedge of interest rate risk,Hedged items interest rate risk fair value changes,Hedged items interest rate risk fair value changes
UK,TNFD,Financial Services,Banking & Capital Markets,Financial assets at amortised cost,Debt securities,Amortised cost financial assets
UK,TNFD,Financial Services,Banking & Capital Markets,Financial assets at amortised cost,Loans and advances,Amortised cost financial assets
UK,TNFD,Financial Services,Banking & Capital Markets,Financial assets at fair value through other comprehensive income,Debt securities,Financial assets in other  income
UK,TNFD,Financial Services,Banking & Capital Markets,Financial assets at fair value through other comprehensive income,Equity instruments,Financial assets in other  income
UK,TNFD,Financial Services,Banking & Capital Markets,Financial assets at fair value through other comprehensive income,Loans and advances,Financial assets in other  income
UK,TNFD,Financial Services,Banking & Capital Markets,Financial assets designated at fair value through profit or loss,Debt securities,Designated valued financial assets
UK,TNFD,Financial Services,Banking & Capital Markets,Financial assets designated at fair value through profit or loss,Loans and advances,Designated valued financial assets
UK,TNFD,Financial Services,Banking & Capital Markets,Financial assets held for trading,Debt securities,Trading financial assets
UK,TNFD,Financial Services,Banking & Capital Markets,Financial assets held for trading,Derivatives,Trading financial assets
UK,TNFD,Financial Services,Banking & Capital Markets,Financial assets held for trading,Equity instruments,Trading financial assets
UK,TNFD,Financial Services,Banking & Capital Markets,Financial assets held for trading,Loans and advances,Trading financial assets
UK,TNFD,Financial Services,Banking & Capital Markets,Intangible assets,Goodwill,Intangible assets
UK,TNFD,Financial Services,Banking & Capital Markets,Intangible assets,Other intangible assets,Intangible assets
UK,TNFD,Financial Services,Banking & Capital Markets,"Investments in subsidiaries, joint ventures and associates","Investments in subsidiaries, joint ventures, and associates","Investments in subsidiaries, joint ventures, and associates"
UK,TNFD,Financial Services,Banking & Capital Markets,Non-current assets and disposal groups classified as held for sale,Non-current assets for sale,Non-current assets for sale
UK,TNFD,Financial Services,Banking & Capital Markets,Non-trading financial assets mandatorily at fair value through profit or loss,Debt securities,Mandatorily valued non-trading  assets
UK,TNFD,Financial Services,Banking & Capital Markets,Non-trading financial assets mandatorily at fair value through profit or loss,Equity instruments,Mandatorily valued non-trading  assets
UK,TNFD,Financial Services,Banking & Capital Markets,Non-trading financial assets mandatorily at fair value through profit or loss,Loans and advances,Mandatorily valued non-trading  assets
UK,TNFD,Financial Services,Banking & Capital Markets,Other assets,Other assets,Other assets
UK,TNFD,Financial Services,Banking & Capital Markets,Tangible assets,Investment property,Tangible assets
UK,TNFD,Financial Services,Banking & Capital Markets,Tangible assets,"Property, Plant and Equipment",Tangible assets
UK,TNFD,Financial Services,Banking & Capital Markets,Tax assets,Current tax assets,Tax assets
UK,TNFD,Financial Services,Banking & Capital Markets,Tax assets,Deferred tax assets,Tax assets
UK,IFRS/ISSB (inc CDSB+VRF),Financial Services,Fintech & Alternative Finance,(TBC),(TBC),(TBC)
UK,TCFD,Financial Services,Fintech & Alternative Finance,(TBC),(TBC),(TBC)
UK,TNFD,Financial Services,Fintech & Alternative Finance,(TBC),(TBC),(TBC)
UK,IFRS/ISSB (inc CDSB+VRF),Financial Services,Insurance,(TBC),(TBC),(TBC)
UK,TCFD,Financial Services,Insurance,(TBC),(TBC),(TBC)
UK,TNFD,Financial Services,Insurance,(TBC),(TBC),(TBC)
UK,IFRS/ISSB (inc CDSB+VRF),Financial Services,"Investment, Assets and Wealth",(TBC),(TBC),(TBC)
UK,TCFD,Financial Services,"Investment, Assets and Wealth",(TBC),(TBC),(TBC)
UK,TNFD,Financial Services,"Investment, Assets and Wealth",(TBC),(TBC),(TBC)
UK,IFRS/ISSB (inc CDSB+VRF),Financial Services,Real Estate,(TBC),(TBC),(TBC)
UK,TCFD,Financial Services,Real Estate,(TBC),(TBC),(TBC)
UK,TNFD,Financial Services,Real Estate,(TBC),(TBC),(TBC)
Europe,IFRS/ISSB (inc CDSB+VRF),Financial Services,Banking & Capital Markets,"Cash, cash balances at central banks and other demand deposits",Cash balances at central banks,Cash and demand deposits
Europe,IFRS/ISSB (inc CDSB+VRF),Financial Services,Banking & Capital Markets,"Cash, cash balances at central banks and other demand deposits",Cash on hand,Cash and demand deposits
Europe,IFRS/ISSB (inc CDSB+VRF),Financial Services,Banking & Capital Markets,"Cash, cash balances at central banks and other demand deposits",Other demand deposits,Cash and demand deposits
Europe,IFRS/ISSB (inc CDSB+VRF),Financial Services,Banking & Capital Markets,Derivatives – Hedge accounting,Hedge accounting derivatives,Hedge accounting derivatives
Europe,IFRS/ISSB (inc CDSB+VRF),Financial Services,Banking & Capital Markets,Fair value changes of the hedged items in portfolio hedge of interest rate risk,Hedged items interest rate risk fair value changes,Hedged items interest rate risk fair value changes
Europe,IFRS/ISSB (inc CDSB+VRF),Financial Services,Banking & Capital Markets,Financial assets at amortised cost,Debt securities,Amortised cost financial assets
Europe,IFRS/ISSB (inc CDSB+VRF),Financial Services,Banking & Capital Markets,Financial assets at amortised cost,Loans and advances,Amortised cost financial assets
Europe,IFRS/ISSB (inc CDSB+VRF),Financial Services,Banking & Capital Markets,Financial assets at fair value through other comprehensive income,Debt securities,Financial assets in other  income
Europe,IFRS/ISSB (inc CDSB+VRF),Financial Services,Banking & Capital Markets,Financial assets at fair value through other comprehensive income,Equity instruments,Financial assets in other  income
Europe,IFRS/ISSB (inc CDSB+VRF),Financial Services,Banking & Capital Markets,Financial assets at fair value through other comprehensive income,Loans and advances,Financial assets in other  income
Europe,IFRS/ISSB (inc CDSB+VRF),Financial Services,Banking & Capital Markets,Financial assets designated at fair value through profit or loss,Debt securities,Designated valued financial assets
Europe,IFRS/ISSB (inc CDSB+VRF),Financial Services,Banking & Capital Markets,Financial assets designated at fair value through profit or loss,Loans and advances,Designated valued financial assets
Europe,IFRS/ISSB (inc CDSB+VRF),Financial Services,Banking & Capital Markets,Financial assets held for trading,Debt securities,Trading financial assets
Europe,IFRS/ISSB (inc CDSB+VRF),Financial Services,Banking & Capital Markets,Financial assets held for trading,Derivatives,Trading financial assets
Europe,IFRS/ISSB (inc CDSB+VRF),Financial Services,Banking & Capital Markets,Financial assets held for trading,Equity instruments,Trading financial assets
Europe,IFRS/ISSB (inc CDSB+VRF),Financial Services,Banking & Capital Markets,Financial assets held for trading,Loans and advances,Trading financial assets
Europe,IFRS/ISSB (inc CDSB+VRF),Financial Services,Banking & Capital Markets,Intangible assets,Goodwill,Intangible assets
Europe,IFRS/ISSB (inc CDSB+VRF),Financial Services,Banking & Capital Markets,Intangible assets,Other intangible assets,Intangible assets
Europe,IFRS/ISSB (inc CDSB+VRF),Financial Services,Banking & Capital Markets,"Investments in subsidiaries, joint ventures and associates","Investments in subsidiaries, joint ventures, and associates","Investments in subsidiaries, joint ventures, and associates"
Europe,IFRS/ISSB (inc CDSB+VRF),Financial Services,Banking & Capital Markets,Non-current assets and disposal groups classified as held for sale,Non-current assets for sale,Non-current assets for sale
Europe,IFRS/ISSB (inc CDSB+VRF),Financial Services,Banking & Capital Markets,Non-trading financial assets mandatorily at fair value through profit or loss,Debt securities,Mandatorily valued non-trading  assets
Europe,IFRS/ISSB (inc CDSB+VRF),Financial Services,Banking & Capital Markets,Non-trading financial assets mandatorily at fair value through profit or loss,Equity instruments,Mandatorily valued non-trading  assets
Europe,IFRS/ISSB (inc CDSB+VRF),Financial Services,Banking & Capital Markets,Non-trading financial assets mandatorily at fair value through profit or loss,Loans and advances,Mandatorily valued non-trading  assets
Europe,IFRS/ISSB (inc CDSB+VRF),Financial Services,Banking & Capital Markets,Other assets,Other assets,Other assets
Europe,IFRS/ISSB (inc CDSB+VRF),Financial Services,Banking & Capital Markets,Tangible assets,Investment property,Tangible assets
Europe,IFRS/ISSB (inc CDSB+VRF),Financial Services,Banking & Capital Markets,Tangible assets,"Property, Plant and Equipment",Tangible assets
Europe,IFRS/ISSB (inc CDSB+VRF),Financial Services,Banking & Capital Markets,Tax assets,Current tax assets,Tax assets
Europe,IFRS/ISSB (inc CDSB+VRF),Financial Services,Banking & Capital Markets,Tax assets,Deferred tax assets,Tax assets
Europe,TCFD,Financial Services,Banking & Capital Markets,"Cash, cash balances at central banks and other demand deposits",Cash balances at central banks,Cash and demand deposits
Europe,TCFD,Financial Services,Banking & Capital Markets,"Cash, cash balances at central banks and other demand deposits",Cash on hand,Cash and demand deposits
Europe,TCFD,Financial Services,Banking & Capital Markets,"Cash, cash balances at central banks and other demand deposits",Other demand deposits,Cash and demand deposits
Europe,TCFD,Financial Services,Banking & Capital Markets,Derivatives – Hedge accounting,Hedge accounting derivatives,Hedge accounting derivatives
Europe,TCFD,Financial Services,Banking & Capital Markets,Fair value changes of the hedged items in portfolio hedge of interest rate risk,Hedged items interest rate risk fair value changes,Hedged items interest rate risk fair value changes
Europe,TCFD,Financial Services,Banking & Capital Markets,Financial assets at amortised cost,Debt securities,Amortised cost financial assets
Europe,TCFD,Financial Services,Banking & Capital Markets,Financial assets at amortised cost,Loans and advances,Amortised cost financial assets
Europe,TCFD,Financial Services,Banking & Capital Markets,Financial assets at fair value through other comprehensive income,Debt securities,Financial assets in other  income
Europe,TCFD,Financial Services,Banking & Capital Markets,Financial assets at fair value through other comprehensive income,Equity instruments,Financial assets in other  income
Europe,TCFD,Financial Services,Banking & Capital Markets,Financial assets at fair value through other comprehensive income,Loans and advances,Financial assets in other  income
Europe,TCFD,Financial Services,Banking & Capital Markets,Financial assets designated at fair value through profit or loss,Debt securities,Designated valued financial assets
Europe,TCFD,Financial Services,Banking & Capital Markets,Financial assets designated at fair value through profit or loss,Loans and advances,Designated valued financial assets
Europe,TCFD,Financial Services,Banking & Capital Markets,Financial assets held for trading,Debt securities,Trading financial assets
Europe,TCFD,Financial Services,Banking & Capital Markets,Financial assets held for trading,Derivatives,Trading financial assets
Europe,TCFD,Financial Services,Banking & Capital Markets,Financial assets held for trading,Equity instruments,Trading financial assets
Europe,TCFD,Financial Services,Banking & Capital Markets,Financial assets held for trading,Loans and advances,Trading financial assets
Europe,TCFD,Financial Services,Banking & Capital Markets,Intangible assets,Goodwill,Intangible assets
Europe,TCFD,Financial Services,Banking & Capital Markets,Intangible assets,Other intangible assets,Intangible assets
Europe,TCFD,Financial Services,Banking & Capital Markets,"Investments in subsidiaries, joint ventures and associates","Investments in subsidiaries, joint ventures, and associates","Investments in subsidiaries, joint ventures, and associates"
Europe,TCFD,Financial Services,Banking & Capital Markets,Non-current assets and disposal groups classified as held for sale,Non-current assets for sale,Non-current assets for sale
Europe,TCFD,Financial Services,Banking & Capital Markets,Non-trading financial assets mandatorily at fair value through profit or loss,Debt securities,Mandatorily valued non-trading  assets
Europe,TCFD,Financial Services,Banking & Capital Markets,Non-trading financial assets mandatorily at fair value through profit or loss,Equity instruments,Mandatorily valued non-trading  assets
Europe,TCFD,Financial Services,Banking & Capital Markets,Non-trading financial assets mandatorily at fair value through profit or loss,Loans and advances,Mandatorily valued non-trading  assets
Europe,TCFD,Financial Services,Banking & Capital Markets,Other assets,Other assets,Other assets
Europe,TCFD,Financial Services,Banking & Capital Markets,Tangible assets,Investment property,Tangible assets
Europe,TCFD,Financial Services,Banking & Capital Markets,Tangible assets,"Property, Plant and Equipment",Tangible assets
Europe,TCFD,Financial Services,Banking & Capital Markets,Tax assets,Current tax assets,Tax assets
Europe,TCFD,Financial Services,Banking & Capital Markets,Tax assets,Deferred tax assets,Tax assets
Europe,TNFD,Financial Services,Banking & Capital Markets,"Cash, cash balances at central banks and other demand deposits",Cash balances at central banks,Cash and demand deposits
Europe,TNFD,Financial Services,Banking & Capital Markets,"Cash, cash balances at central banks and other demand deposits",Cash on hand,Cash and demand deposits
Europe,TNFD,Financial Services,Banking & Capital Markets,"Cash, cash balances at central banks and other demand deposits",Other demand deposits,Cash and demand deposits
Europe,TNFD,Financial Services,Banking & Capital Markets,Derivatives – Hedge accounting,Hedge accounting derivatives,Hedge accounting derivatives
Europe,TNFD,Financial Services,Banking & Capital Markets,Fair value changes of the hedged items in portfolio hedge of interest rate risk,Hedged items interest rate risk fair value changes,Hedged items interest rate risk fair value changes
Europe,TNFD,Financial Services,Banking & Capital Markets,Financial assets at amortised cost,Debt securities,Amortised cost financial assets
Europe,TNFD,Financial Services,Banking & Capital Markets,Financial assets at amortised cost,Loans and advances,Amortised cost financial assets
Europe,TNFD,Financial Services,Banking & Capital Markets,Financial assets at fair value through other comprehensive income,Debt securities,Financial assets in other  income
Europe,TNFD,Financial Services,Banking & Capital Markets,Financial assets at fair value through other comprehensive income,Equity instruments,Financial assets in other  income
Europe,TNFD,Financial Services,Banking & Capital Markets,Financial assets at fair value through other comprehensive income,Loans and advances,Financial assets in other  income
Europe,TNFD,Financial Services,Banking & Capital Markets,Financial assets designated at fair value through profit or loss,Debt securities,Designated valued financial assets
Europe,TNFD,Financial Services,Banking & Capital Markets,Financial assets designated at fair value through profit or loss,Loans and advances,Designated valued financial assets
Europe,TNFD,Financial Services,Banking & Capital Markets,Financial assets held for trading,Debt securities,Trading financial assets
Europe,TNFD,Financial Services,Banking & Capital Markets,Financial assets held for trading,Derivatives,Trading financial assets
Europe,TNFD,Financial Services,Banking & Capital Markets,Financial assets held for trading,Equity instruments,Trading financial assets
Europe,TNFD,Financial Services,Banking & Capital Markets,Financial assets held for trading,Loans and advances,Trading financial assets
Europe,TNFD,Financial Services,Banking & Capital Markets,Intangible assets,Goodwill,Intangible assets
Europe,TNFD,Financial Services,Banking & Capital Markets,Intangible assets,Other intangible assets,Intangible assets
Europe,TNFD,Financial Services,Banking & Capital Markets,"Investments in subsidiaries, joint ventures and associates","Investments in subsidiaries, joint ventures, and associates","Investments in subsidiaries, joint ventures, and associates"
Europe,TNFD,Financial Services,Banking & Capital Markets,Non-current assets and disposal groups classified as held for sale,Non-current assets for sale,Non-current assets for sale
Europe,TNFD,Financial Services,Banking & Capital Markets,Non-trading financial assets mandatorily at fair value through profit or loss,Debt securities,Mandatorily valued non-trading  assets
Europe,TNFD,Financial Services,Banking & Capital Markets,Non-trading financial assets mandatorily at fair value through profit or loss,Equity instruments,Mandatorily valued non-trading  assets
Europe,TNFD,Financial Services,Banking & Capital Markets,Non-trading financial assets mandatorily at fair value through profit or loss,Loans and advances,Mandatorily valued non-trading  assets
Europe,TNFD,Financial Services,Banking & Capital Markets,Other assets,Other assets,Other assets
Europe,TNFD,Financial Services,Banking & Capital Markets,Tangible assets,Investment property,Tangible assets
Europe,TNFD,Financial Services,Banking & Capital Markets,Tangible assets,"Property, Plant and Equipment",Tangible assets
Europe,TNFD,Financial Services,Banking & Capital Markets,Tax assets,Current tax assets,Tax assets
Europe,TNFD,Financial Services,Banking & Capital Markets,Tax assets,Deferred tax assets,Tax assets
Europe,IFRS/ISSB (inc CDSB+VRF),Financial Services,Fintech & Alternative Finance,(TBC),(TBC),(TBC)
Europe,TCFD,Financial Services,Fintech & Alternative Finance,(TBC),(TBC),(TBC)
Europe,TNFD,Financial Services,Fintech & Alternative Finance,(TBC),(TBC),(TBC)
Europe,IFRS/ISSB (inc CDSB+VRF),Financial Services,Insurance,(TBC),(TBC),(TBC)
Europe,TCFD,Financial Services,Insurance,(TBC),(TBC),(TBC)
Europe,TNFD,Financial Services,Insurance,(TBC),(TBC),(TBC)
Europe,IFRS/ISSB (inc CDSB+VRF),Financial Services,"Investment, Assets and Wealth",(TBC),(TBC),(TBC)
Europe,TCFD,Financial Services,"Investment, Assets and Wealth",(TBC),(TBC),(TBC)
Europe,TNFD,Financial Services,"Investment, Assets and Wealth",(TBC),(TBC),(TBC)
Europe,IFRS/ISSB (inc CDSB+VRF),Financial Services,Real Estate,(TBC),(TBC),(TBC)
Europe,TCFD,Financial Services,Real Estate,(TBC),(TBC),(TBC)
Europe,TNFD,Financial Services,Real Estate,(TBC),(TBC),(TBC)
Europe,TCFD,Consumer,Automotive,(TBC),(TBC),(TBC)
Europe,TCFD,Government & Public Services,Central Government,(TBC),(TBC),(TBC)
Europe,TCFD,Consumer,Consumer Products,(TBC),(TBC),(TBC)
Europe,TCFD,Government & Public Services,"Defence, Security & Justice",(TBC),(TBC),(TBC)
Europe,TCFD,"Energy, Resources & Industrials",Energy & Chemicals,(TBC),(TBC),(TBC)
Europe,TCFD,Government & Public Services,Health & Human Services,(TBC),(TBC),(TBC)
Europe,TCFD,Life Sciences & Health Care,Health Care,(TBC),(TBC),(TBC)
Europe,TCFD,"Energy, Resources & Industrials",Industrial Products & Construction,(TBC),(TBC),(TBC)
Europe,TCFD,Government & Public Services,"Infrastructure, Transport & Regional Government",(TBC),(TBC),(TBC)
Europe,TCFD,Life Sciences & Health Care,Life Sciences,(TBC),(TBC),(TBC)
Europe,TCFD,"Energy, Resources & Industrials",Mining & Metals,(TBC),(TBC),(TBC)
Europe,TCFD,"Energy, Resources & Industrials","Power, Utilities & Renewables",(TBC),(TBC),(TBC)
Europe,TCFD,Consumer,"Retail, Wholesale & Distribution",(TBC),(TBC),(TBC)
Europe,TCFD,"Tech, Media & Telecom",Technology,(TBC),(TBC),(TBC)
Europe,TCFD,"Tech, Media & Telecom","Telecommunication, Media & Entertainment",(TBC),(TBC),(TBC)
Europe,TCFD,Consumer,"Transport, Hospitality & Services",(TBC),(TBC),(TBC)
Europe,TNFD,Consumer,Automotive,(TBC),(TBC),(TBC)
Europe,TNFD,Government & Public Services,Central Government,(TBC),(TBC),(TBC)
Europe,TNFD,Consumer,Consumer Products,(TBC),(TBC),(TBC)
Europe,TNFD,Government & Public Services,"Defence, Security & Justice",(TBC),(TBC),(TBC)
Europe,TNFD,"Energy, Resources & Industrials",Energy & Chemicals,(TBC),(TBC),(TBC)
Europe,TNFD,Government & Public Services,Health & Human Services,(TBC),(TBC),(TBC)
Europe,TNFD,Life Sciences & Health Care,Health Care,(TBC),(TBC),(TBC)
Europe,TNFD,"Energy, Resources & Industrials",Industrial Products & Construction,(TBC),(TBC),(TBC)
Europe,TNFD,Government & Public Services,"Infrastructure, Transport & Regional Government",(TBC),(TBC),(TBC)
Europe,TNFD,Life Sciences & Health Care,Life Sciences,(TBC),(TBC),(TBC)
Europe,TNFD,"Energy, Resources & Industrials",Mining & Metals,(TBC),(TBC),(TBC)
Europe,TNFD,"Energy, Resources & Industrials","Power, Utilities & Renewables",(TBC),(TBC),(TBC)
Europe,TNFD,Consumer,"Retail, Wholesale & Distribution",(TBC),(TBC),(TBC)
Europe,TNFD,"Tech, Media & Telecom",Technology,(TBC),(TBC),(TBC)
Europe,TNFD,"Tech, Media & Telecom","Telecommunication, Media & Entertainment",(TBC),(TBC),(TBC)
Europe,TNFD,Consumer,"Transport, Hospitality & Services",(TBC),(TBC),(TBC)
Europe,IFRS/ISSB (inc CDSB+VRF),Consumer,Automotive,(TBC),(TBC),(TBC)
Europe,IFRS/ISSB (inc CDSB+VRF),Government & Public Services,Central Government,(TBC),(TBC),(TBC)
Europe,IFRS/ISSB (inc CDSB+VRF),Consumer,Consumer Products,(TBC),(TBC),(TBC)
Europe,IFRS/ISSB (inc CDSB+VRF),Government & Public Services,"Defence, Security & Justice",(TBC),(TBC),(TBC)
Europe,IFRS/ISSB (inc CDSB+VRF),"Energy, Resources & Industrials",Energy & Chemicals,(TBC),(TBC),(TBC)
Europe,IFRS/ISSB (inc CDSB+VRF),Government & Public Services,Health & Human Services,(TBC),(TBC),(TBC)
Europe,IFRS/ISSB (inc CDSB+VRF),Life Sciences & Health Care,Health Care,(TBC),(TBC),(TBC)
Europe,IFRS/ISSB (inc CDSB+VRF),"Energy, Resources & Industrials",Industrial Products & Construction,(TBC),(TBC),(TBC)
Europe,IFRS/ISSB (inc CDSB+VRF),Government & Public Services,"Infrastructure, Transport & Regional Government",(TBC),(TBC),(TBC)
Europe,IFRS/ISSB (inc CDSB+VRF),Life Sciences & Health Care,Life Sciences,(TBC),(TBC),(TBC)
Europe,IFRS/ISSB (inc CDSB+VRF),"Energy, Resources & Industrials",Mining & Metals,(TBC),(TBC),(TBC)
Europe,IFRS/ISSB (inc CDSB+VRF),"Energy, Resources & Industrials","Power, Utilities & Renewables",(TBC),(TBC),(TBC)
Europe,IFRS/ISSB (inc CDSB+VRF),Consumer,"Retail, Wholesale & Distribution",(TBC),(TBC),(TBC)
Europe,IFRS/ISSB (inc CDSB+VRF),"Tech, Media & Telecom",Technology,(TBC),(TBC),(TBC)
Europe,IFRS/ISSB (inc CDSB+VRF),"Tech, Media & Telecom","Telecommunication, Media & Entertainment",(TBC),(TBC),(TBC)
Europe,IFRS/ISSB (inc CDSB+VRF),Consumer,"Transport, Hospitality & Services",(TBC),(TBC),(TBC)
UK,TCFD,Consumer,Automotive,(TBC),(TBC),(TBC)
UK,TCFD,Government & Public Services,Central Government,(TBC),(TBC),(TBC)
UK,TCFD,Consumer,Consumer Products,(TBC),(TBC),(TBC)
UK,TCFD,Government & Public Services,"Defence, Security & Justice",(TBC),(TBC),(TBC)
UK,TCFD,"Energy, Resources & Industrials",Energy & Chemicals,(TBC),(TBC),(TBC)
UK,TCFD,Government & Public Services,Health & Human Services,(TBC),(TBC),(TBC)
UK,TCFD,Life Sciences & Health Care,Health Care,(TBC),(TBC),(TBC)
UK,TCFD,"Energy, Resources & Industrials",Industrial Products & Construction,(TBC),(TBC),(TBC)
UK,TCFD,Government & Public Services,"Infrastructure, Transport & Regional Government",(TBC),(TBC),(TBC)
UK,TCFD,Life Sciences & Health Care,Life Sciences,(TBC),(TBC),(TBC)
UK,TCFD,"Energy, Resources & Industrials",Mining & Metals,(TBC),(TBC),(TBC)
UK,TCFD,"Energy, Resources & Industrials","Power, Utilities & Renewables",(TBC),(TBC),(TBC)
UK,TCFD,Consumer,"Retail, Wholesale & Distribution",(TBC),(TBC),(TBC)
UK,TCFD,"Tech, Media & Telecom",Technology,(TBC),(TBC),(TBC)
UK,TCFD,"Tech, Media & Telecom","Telecommunication, Media & Entertainment",(TBC),(TBC),(TBC)
UK,TCFD,Consumer,"Transport, Hospitality & Services",(TBC),(TBC),(TBC)
UK,TNFD,Consumer,Automotive,(TBC),(TBC),(TBC)
UK,TNFD,Government & Public Services,Central Government,(TBC),(TBC),(TBC)
